id,id_v2,category,level,question,answer_status,answer_type,answer,unknown_reason,evidence,pipeline_version,files
REACH_pe2_p2_ICMP,reachability_status:0fa621963a,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.1.3, dst_ip=10.0.0.1, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: pe2 -> p3 -> p2; REACHABLE: TRUE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.1.3"", ""dst_ip"": ""10.0.0.1""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_p1_p4_ICMP,reachability_status:d700f217d3,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.0.0, dst_ip=10.0.0.5, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: p1 -> p4; REACHABLE: TRUE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.0"", ""dst_ip"": ""10.0.0.5""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_leaf1_leaf2_TCP,reachability_status:826813344b,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=172.16.1.2, dst_ip=172.16.2.2, dst_port=22, protocol=TCP. [Answer format: plain string]",OK,text,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.1.2"", ""dst_ip"": ""172.16.2.2""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_leaf2_leaf4_ICMP,reachability_status:4c96a17053,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=172.16.2.2, dst_ip=172.16.4.2, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.2.2"", ""dst_ip"": ""172.16.4.2""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_p1_leaf3_ICMP,reachability_status:68bd5f82d6,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.0.0, dst_ip=172.16.3.2, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: p1; REACHABLE: FALSE; REASON: EXTERNAL""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.0"", ""dst_ip"": ""172.16.3.2""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_p4_pe1_ICMP,reachability_status:e7d25b9477,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.0.5, dst_ip=10.0.1.1, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: p4 -> p3 -> p2 -> pe1; REACHABLE: TRUE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.5"", ""dst_ip"": ""10.0.1.1""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_leaf1_pe1_ICMP,reachability_status:9b06e7eed4,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=172.16.1.2, dst_ip=10.0.1.1, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.1.2"", ""dst_ip"": ""10.0.1.1""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_leaf2_leaf3_TCP,reachability_status:120b25ae66,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=172.16.2.2, dst_ip=172.16.3.2, dst_port=22, protocol=TCP. [Answer format: plain string]",OK,text,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.2.2"", ""dst_ip"": ""172.16.3.2""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_leaf2_p2_ICMP,reachability_status:678a085a72,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=172.16.2.2, dst_ip=10.0.0.1, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.2.2"", ""dst_ip"": ""10.0.0.1""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_p4_leaf3_TCP,reachability_status:1c6b9e0030,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.0.5, dst_ip=172.16.3.2, dst_port=22, protocol=TCP. [Answer format: plain string]",OK,text,"""PATH: p4; REACHABLE: FALSE; REASON: EXTERNAL""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.5"", ""dst_ip"": ""172.16.3.2""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_leaf2_p1_ICMP,reachability_status:1b2e86ecdd,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=172.16.2.2, dst_ip=10.0.0.0, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.2.2"", ""dst_ip"": ""10.0.0.0""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_p4_p2_ICMP,reachability_status:4700b73756,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.0.5, dst_ip=10.0.0.1, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: p4 -> p1 -> p2; REACHABLE: TRUE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.5"", ""dst_ip"": ""10.0.0.1""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_leaf4_p4_TCP,reachability_status:4ebade2d12,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=172.16.4.2, dst_ip=10.0.0.5, dst_port=22, protocol=TCP. [Answer format: plain string]",OK,text,"""PATH: leaf4 -> pe2; REACHABLE: FALSE; REASON: NO_ROUTE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.4.2"", ""dst_ip"": ""10.0.0.5""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_pe2_p3_TCP,reachability_status:97d9707463,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.1.3, dst_ip=10.0.0.3, dst_port=22, protocol=TCP. [Answer format: plain string]",OK,text,"""PATH: pe2 -> p3; REACHABLE: TRUE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.1.3"", ""dst_ip"": ""10.0.0.3""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_p1_pe1_TCP,reachability_status:a7793b5b51,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.0.0, dst_ip=10.0.1.1, dst_port=22, protocol=TCP. [Answer format: plain string]",OK,text,"""PATH: p1 -> p2 -> pe1; REACHABLE: TRUE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.0"", ""dst_ip"": ""10.0.1.1""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_leaf4_pe2_ICMP,reachability_status:86a8e51e4f,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=172.16.4.2, dst_ip=10.0.1.3, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: leaf4 -> pe2; REACHABLE: FALSE; REASON: NO_ROUTE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.4.2"", ""dst_ip"": ""10.0.1.3""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_pe1_p3_ICMP,reachability_status:52b900e1be,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.1.1, dst_ip=10.0.0.3, dst_port=0, protocol=ICMP. [Answer format: plain string]",OK,text,"""PATH: pe1 -> p2 -> p3; REACHABLE: TRUE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.1.1"", ""dst_ip"": ""10.0.0.3""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
REACH_p1_pe2_TCP,reachability_status:c1376ac1fb,Reachability_Analysis,L4,"For metric 'reachability_status', provide the result for src_ip=10.0.0.0, dst_ip=10.0.1.3, dst_port=22, protocol=TCP. [Answer format: plain string]",OK,text,"""PATH: p1 -> p2 -> p3 -> pe2; REACHABLE: TRUE""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.0"", ""dst_ip"": ""10.0.1.3""}, ""metric"": ""reachability_status"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
LOOP_DETECTION_GLOBAL,loop_detection:566d4b6821,Reachability_Analysis,L4,"For metric 'loop_detection', provide the result. [Answer format: plain string]",OK,text,"""NONE""",,"{""scope"": {""type"": ""GLOBAL""}, ""metric"": ""loop_detection"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_leaf4_leaf3,acl_blocking_point:ec1d815c3f,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=172.16.4.2, dst_ip=172.16.3.2. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.4.2"", ""dst_ip"": ""172.16.3.2""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_leaf4_p2,acl_blocking_point:6e53d585d3,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=172.16.4.2, dst_ip=10.0.0.1. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.4.2"", ""dst_ip"": ""10.0.0.1""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_leaf4_pe2,acl_blocking_point:86a8e51e4f,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=172.16.4.2, dst_ip=10.0.1.3. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.4.2"", ""dst_ip"": ""10.0.1.3""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_leaf3_p3,acl_blocking_point:5fc019d2d3,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=172.16.3.2, dst_ip=10.0.0.3. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.3.2"", ""dst_ip"": ""10.0.0.3""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_leaf1_p4,acl_blocking_point:7a5b81215a,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=172.16.1.2, dst_ip=10.0.0.5. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.1.2"", ""dst_ip"": ""10.0.0.5""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_leaf2_leaf4,acl_blocking_point:4c96a17053,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=172.16.2.2, dst_ip=172.16.4.2. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.2.2"", ""dst_ip"": ""172.16.4.2""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_p1_p2,acl_blocking_point:ede1459840,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=10.0.0.0, dst_ip=10.0.0.1. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.0"", ""dst_ip"": ""10.0.0.1""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_p4_p2,acl_blocking_point:4700b73756,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=10.0.0.5, dst_ip=10.0.0.1. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""10.0.0.5"", ""dst_ip"": ""10.0.0.1""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
ACL_BLOCKING_leaf2_leaf3,acl_blocking_point:120b25ae66,Security_Analysis,L4,"For metric 'acl_blocking_point', provide the result for src_ip=172.16.2.2, dst_ip=172.16.3.2. [Answer format: plain string]",OK,text,"""ALLOWED""",,"{""scope"": {""type"": ""FLOW"", ""src_ip"": ""172.16.2.2"", ""dst_ip"": ""172.16.3.2""}, ""metric"": ""acl_blocking_point"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf4_p4,bounded_path_length:f7cfd4552b,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf4, dst_ip=10.0.0.5. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf4"", ""dst"": ""p4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf2_leaf4,bounded_path_length:206c768141,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf2, dst_ip=172.16.4.2. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf2"", ""dst"": ""leaf4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p1_p3,bounded_path_length:85077ea73e,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p1, dst_ip=10.0.0.3. [Answer format: integer number]",OK,number,3,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p1"", ""dst"": ""p3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf1_pe1,bounded_path_length:18efb59f18,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf1, dst_ip=10.0.1.1. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf1"", ""dst"": ""pe1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p1_p2,bounded_path_length:820e23e546,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p1, dst_ip=10.0.0.1. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p1"", ""dst"": ""p2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf1_leaf2,bounded_path_length:dcc1e8bce1,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf1, dst_ip=172.16.2.2. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf1"", ""dst"": ""leaf2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p4_pe1,bounded_path_length:78632978ee,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p4, dst_ip=10.0.1.1. [Answer format: integer number]",OK,number,4,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p4"", ""dst"": ""pe1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf4_pe2,bounded_path_length:f63f1a1aec,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf4, dst_ip=10.0.1.3. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf4"", ""dst"": ""pe2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf1_pe2,bounded_path_length:7964e34ebc,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf1, dst_ip=10.0.1.3. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf1"", ""dst"": ""pe2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf2_p4,bounded_path_length:005bb01dd2,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf2, dst_ip=10.0.0.5. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf2"", ""dst"": ""p4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_pe2_p3,bounded_path_length:d74eb314f5,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=pe2, dst_ip=10.0.0.3. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe2"", ""dst"": ""p3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf1_p1,bounded_path_length:2ecc0b7be5,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf1, dst_ip=10.0.0.0. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf1"", ""dst"": ""p1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf2_p3,bounded_path_length:04e4b8026d,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf2, dst_ip=10.0.0.3. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf2"", ""dst"": ""p3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf3_p2,bounded_path_length:cef5b3f499,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf3, dst_ip=10.0.0.1. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf3"", ""dst"": ""p2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf4_p1,bounded_path_length:2f25e1f7b7,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf4, dst_ip=10.0.0.0. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf4"", ""dst"": ""p1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p4_p2,bounded_path_length:671ab3f535,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p4, dst_ip=10.0.0.1. [Answer format: integer number]",OK,number,3,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p4"", ""dst"": ""p2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf1_p2,bounded_path_length:e3d845ce8f,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf1, dst_ip=10.0.0.1. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf1"", ""dst"": ""p2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p1_p4,bounded_path_length:a4b3456479,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p1, dst_ip=10.0.0.5. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p1"", ""dst"": ""p4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf2_p1,bounded_path_length:d622841e18,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf2, dst_ip=10.0.0.0. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf2"", ""dst"": ""p1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_pe2_pe1,bounded_path_length:fbdaca0318,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=pe2, dst_ip=10.0.1.1. [Answer format: integer number]",OK,number,4,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe2"", ""dst"": ""pe1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p1_pe2,bounded_path_length:6744d92ed6,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p1, dst_ip=10.0.1.3. [Answer format: integer number]",OK,number,4,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p1"", ""dst"": ""pe2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf1_p4,bounded_path_length:7286e34e9e,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf1, dst_ip=10.0.0.5. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf1"", ""dst"": ""p4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_pe1_p2,bounded_path_length:9963f3154f,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=pe1, dst_ip=10.0.0.1. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""p2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf4_pe1,bounded_path_length:18b9916ffa,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf4, dst_ip=10.0.1.1. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf4"", ""dst"": ""pe1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf4_leaf3,bounded_path_length:85cf0a193c,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf4, dst_ip=172.16.3.2. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf4"", ""dst"": ""leaf3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf1_leaf4,bounded_path_length:a841e885b9,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf1, dst_ip=172.16.4.2. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf1"", ""dst"": ""leaf4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf4_p3,bounded_path_length:aeabb6b8ee,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf4, dst_ip=10.0.0.3. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf4"", ""dst"": ""p3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p4_leaf3,bounded_path_length:3fa7c5cc3e,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p4, dst_ip=172.16.3.2. [Answer format: integer number]",OK,number,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p4"", ""dst"": ""leaf3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf2_leaf3,bounded_path_length:b0c09408f5,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf2, dst_ip=172.16.3.2. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf2"", ""dst"": ""leaf3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_pe2_p2,bounded_path_length:b626af9f4a,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=pe2, dst_ip=10.0.0.1. [Answer format: integer number]",OK,number,3,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe2"", ""dst"": ""p2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p2_p3,bounded_path_length:30226e2aad,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p2, dst_ip=10.0.0.3. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p2"", ""dst"": ""p3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_leaf4_p2,bounded_path_length:1f4e7172ba,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=leaf4, dst_ip=10.0.0.1. [Answer format: integer number]",OK,number,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf4"", ""dst"": ""p2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
BOUNDED_PATH_p1_leaf3,bounded_path_length:cb0c9dd809,Reachability_Analysis,L4,"For metric 'bounded_path_length', provide the result for src_host=p1, dst_ip=172.16.3.2. [Answer format: integer number]",OK,number,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p1"", ""dst"": ""leaf3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""Research_Institute_Internal_DC""}",91765b5,[]
