id,origin,level,task_category,answer_type,complexity,persona,question,ground_truth,explanation,context,source_files
ENHANCED_ENHANCED-SCENARIO-015,enhanced_llm_with_agent,4,기술적 오류 질의,short,scenario,troubleshooter,보안 점검 후 접속 불가 문제를 사전에 예방할 수 있는 방법은 무엇인가?,비밀번호 정책을 강화하고 정기적인 보안 점검을 실시한다.,"보안 점검 후 접속 불가 문제를 예방하기 위해서는 비밀번호 정책을 강화하여 사용자가 강력한 비밀번호를 설정하도록 유도하고, 정기적으로 보안 점검을 실시하여 시스템의 취약점을 사전에 발견하고 수정하는 것이 중요합니다.","보안 설정 현황:
CE1: SSH ON, AAA OFF
CE2: SSH ON, AAA OFF
sample10: SSH ON, AAA ON
sample7: SSH ON, AAA ON
sample8: SSH ON, AAA ON","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-001,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,"새로운 데이터센터 추가 시, BGP 설정에서 이중화 및 안정성을 보장하기 위해 어떤 측면을 개선해야 할까요?","[""이중화된 BGP 피어링 구성"", ""BGP 라우팅 정책 최적화"", ""BGP 세션 모니터링 및 경고 시스템 구축"", ""BGP 경로 선택 기준 조정""]","새로운 데이터센터를 추가할 때 BGP 설정에서 이중화 및 안정성을 보장하기 위해서는 이중화된 BGP 피어링 구성을 통해 장애 발생 시에도 라우팅이 지속될 수 있도록 하고, BGP 라우팅 정책을 최적화하여 트래픽 흐름을 효율적으로 관리해야 합니다. 또한, BGP 세션 모니터링 및 경고 시스템을 구축하여 문제 발생 시 신속하게 대응할 수 있도록 하며, BGP 경로 선택 기준을 조정하여 최적의 경로를 선택할 수 있도록 해야 합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-002,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,"데이터센터 확장으로 인해 OSPF 영역 구성에 어떤 변경이 필요하며, 이로 인해 네트워크 복잡도가 증가할 가능성은?","OSPF 영역을 재구성해야 하며, 네트워크 복잡도가 증가할 수 있다.","데이터센터 확장으로 인해 OSPF 영역을 재구성해야 하는 이유는 새로운 서브넷이나 장비가 추가되면서 기존의 OSPF 영역 설정이 더 이상 적합하지 않을 수 있기 때문입니다. 이러한 변경은 OSPF 라우팅 프로토콜의 동작 방식에 영향을 미치고, 네트워크의 복잡도를 증가시킬 수 있습니다. 예를 들어, 더 많은 라우터와 링크가 추가되면 라우팅 테이블이 커지고, OSPF의 라우팅 계산이 더 복잡해질 수 있습니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-003,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,확장 네트워크에서 새로운 L2VPN 서비스가 기존 서비스에 미치는 영향을 최소화하기 위해 어떤 조치를 고려해야 할까요?,"[""서비스 품질(QoS) 보장"", ""트래픽 분리"", ""리소스 할당 최적화"", ""모니터링 및 관리 도구 강화""]","확장 네트워크에서 새로운 L2VPN 서비스가 기존 서비스에 미치는 영향을 최소화하기 위해서는 서비스 품질(QoS) 보장을 통해 트래픽의 우선순위를 설정하고, 트래픽 분리를 통해 서로 다른 서비스 간의 간섭을 줄이며, 리소스 할당을 최적화하여 네트워크 자원의 효율성을 높여야 합니다. 또한, 모니터링 및 관리 도구를 강화하여 네트워크 상태를 실시간으로 파악하고 문제를 조기에 발견할 수 있도록 해야 합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-004,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_architect,데이터센터 확장에서 발생할 수 있는 보안 취약점을 방지하기 위해 어떤 보안 정책 검토가 필요할까요?,"[""정기적인 보안 감사 수행"", ""접근 제어 정책 강화"", ""데이터 암호화 적용"", ""네트워크 모니터링 및 침입 탐지 시스템 도입"", ""물리적 보안 강화""]","데이터센터 확장에서 발생할 수 있는 보안 취약점을 방지하기 위해서는 여러 가지 보안 정책을 검토해야 합니다. 정기적인 보안 감사 수행은 시스템의 취약점을 조기에 발견하고 수정할 수 있도록 도와줍니다. 접근 제어 정책을 강화하면 불법적인 접근을 차단할 수 있으며, 데이터 암호화를 통해 중요한 정보의 유출을 방지할 수 있습니다. 또한, 네트워크 모니터링 및 침입 탐지 시스템을 도입하면 실시간으로 위협을 감지하고 대응할 수 있습니다. 마지막으로, 물리적 보안을 강화하여 데이터센터에 대한 물리적 접근을 제한하는 것도 중요합니다.","보안 설정 현황:
CE1: SSH ON, AAA OFF
CE2: SSH ON, AAA OFF
sample10: SSH ON, AAA ON
sample7: SSH ON, AAA ON
sample8: SSH ON, AAA ON","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-005,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,"현재의 VRF 구성에서 데이터센터 확장을 고려할 때, 추가적인 RT 설정이 필요한 경우는?",[],"현재의 VRF 구성에서 데이터센터 확장을 고려할 때, 추가적인 RT 설정이 필요하지 않습니다. 증거에 따르면, None 단계에서 RT 설정이 0으로 나타나므로, 문제없이 확장이 가능하다는 것을 의미합니다.","VRF 설정 현황:
sample10: 1개 VRF (exam-l3vpn)
sample7: 1개 VRF (exam-l3vpn)
sample8: 1개 VRF (exam-l3vpn)
sample9: 1개 VRF (exam-l3vpn)","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-006,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_architect,확장으로 인해 예상되는 BGP AS 번호의 증가가 네트워크 안정성에 미치는 영향을 평가하려면 어떤 분석이 필요할까요?,"BGP AS 번호의 증가가 네트워크 안정성에 미치는 영향을 평가하기 위해서는 BGP 경로의 다양성, 경로 수의 증가에 따른 라우팅 테이블의 크기 변화, AS 간의 피어링 관계 분석, 그리고 경로 수에 따른 라우팅 안정성 및 convergence 시간 분석이 필요합니다.","BGP AS 번호의 증가가 네트워크 안정성에 미치는 영향을 평가하기 위해서는 여러 가지 분석이 필요합니다. 첫째, BGP 경로의 다양성을 분석하여 다양한 경로가 존재하는지 확인해야 합니다. 둘째, AS 번호의 증가로 인해 라우팅 테이블의 크기가 어떻게 변화하는지를 살펴보아야 하며, 이는 메모리 사용량과 처리 성능에 영향을 미칠 수 있습니다. 셋째, AS 간의 피어링 관계를 분석하여 네트워크의 구조적 안정성을 평가해야 합니다. 마지막으로, 경로 수의 증가가 라우팅 안정성 및 convergence 시간에 미치는 영향을 분석하여 네트워크의 전반적인 안정성을 평가할 수 있습니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-007,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,기존 네트워크의 L3VPN 서비스가 새로운 데이터센터 추가 시 어떤 영향을 받을 수 있는지 분석하려면?,기존 L3VPN 서비스에 영향을 미치지 않음,"기존 네트워크의 L3VPN 서비스는 새로운 데이터센터 추가 시 vrf_interface_bind_count가 0으로 나타나므로, 현재 설정에 문제가 없음을 의미하며, 따라서 서비스에 영향을 미치지 않을 것으로 분석됩니다.","VRF 설정 현황:
sample10: 1개 VRF (exam-l3vpn)
sample7: 1개 VRF (exam-l3vpn)
sample8: 1개 VRF (exam-l3vpn)
sample9: 1개 VRF (exam-l3vpn)","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-008,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,"데이터센터 확장으로 인한 OSPF 재구성이 필요한 경우, 어떤 영역의 인터페이스 구성이 우선적으로 검토되어야 할까요?",Area 0,"OSPF에서 모든 영역은 Area 0, 즉 백본 영역에 연결되어야 하므로, 데이터센터 확장으로 인한 OSPF 재구성이 필요할 경우 Area 0의 인터페이스 구성이 우선적으로 검토되어야 합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-009,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,"새로운 데이터센터 추가 시, 네트워크 장비 간 SSH 접근성의 일관성을 유지하기 위해 어떤 점검이 필요할까요?","[""SSH 접근성 점검"", ""네트워크 장비의 SSH 설정 확인"", ""방화벽 규칙 검토"", ""SSH 키 관리 및 배포 확인"", ""접근 로그 모니터링""]","새로운 데이터센터 추가 시, 네트워크 장비 간 SSH 접근성의 일관성을 유지하기 위해서는 SSH 접근성 점검, 네트워크 장비의 SSH 설정 확인, 방화벽 규칙 검토, SSH 키 관리 및 배포 확인, 그리고 접근 로그 모니터링이 필요합니다.","보안 설정 현황:
CE1: SSH ON, AAA OFF
CE2: SSH ON, AAA OFF
sample10: SSH ON, AAA ON
sample7: SSH ON, AAA ON
sample8: SSH ON, AAA ON","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-010,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,확장으로 인해 발생할 수 있는 L2VPN의 불일치 문제를 해결하기 위한 최적의 방법은 무엇일까요?,"L2VPN의 불일치 문제를 해결하기 위해서는 네트워크 장비 간의 구성 일치를 보장하고, 적절한 프로토콜을 사용하여 상태를 동기화하는 것이 최적의 방법입니다.","L2VPN의 불일치 문제는 주로 네트워크 장비 간의 설정 차이에서 발생합니다. 따라서, 이러한 문제를 해결하기 위해서는 모든 장비의 설정을 일관되게 유지하고, 필요한 경우 자동화된 도구를 사용하여 상태를 동기화하는 것이 중요합니다. 또한, 프로토콜을 통해 장비 간의 통신을 원활하게 하여 불일치를 최소화할 수 있습니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-011,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,데이터센터 확장에서 비즈니스 연속성을 보장하기 위해 BGP 설정에서 어떤 요소를 검토해야 할까요?,"[""BGP 피어링 설정"", ""라우팅 정책"", ""경로 선택 기준"", ""Failover 메커니즘"", ""네트워크 모니터링""]","데이터센터 확장에서 비즈니스 연속성을 보장하기 위해 BGP 설정에서 검토해야 할 요소로는 BGP 피어링 설정, 라우팅 정책, 경로 선택 기준, Failover 메커니즘, 그리고 네트워크 모니터링이 포함됩니다. 이러한 요소들은 네트워크의 안정성과 가용성을 높이는 데 중요한 역할을 합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-012,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,"확장된 네트워크 환경에서 OSPF 비용 조정이 필요할 경우, 어떤 요소를 기준으로 판단해야 할까요?","[""대역폭"", ""지연 시간"", ""네트워크 토폴로지"", ""트래픽 부하""]","OSPF 비용 조정은 네트워크의 성능을 최적화하기 위해 여러 요소를 고려해야 합니다. 대역폭은 링크의 전송 용량을 나타내며, 지연 시간은 패킷이 목적지에 도달하는 데 걸리는 시간을 의미합니다. 또한, 네트워크 토폴로지는 라우터와 링크의 배치 및 연결 방식을 나타내며, 트래픽 부하는 네트워크에서 발생하는 데이터 전송의 양을 의미합니다. 이러한 요소들을 종합적으로 판단하여 OSPF 비용을 조정해야 합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-013,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,확장으로 인해 발생할 수 있는 VRF 내의 RT 결손 문제를 방지하기 위한 전략은 무엇인가요?,"VRF 내의 RT 결손 문제를 방지하기 위한 전략은 RT를 정기적으로 모니터링하고, 필요한 경우 자동으로 재생성하는 프로세스를 구현하는 것입니다.","VRF 내의 RT 결손 문제는 네트워크 확장 시 발생할 수 있는 문제로, 이를 방지하기 위해서는 RT를 지속적으로 모니터링하고, 결손이 발생할 경우 자동으로 RT를 재생성하는 시스템을 도입하는 것이 효과적입니다. 이러한 전략은 네트워크의 안정성을 높이고, 확장 과정에서의 문제를 최소화하는 데 기여합니다.","VRF 설정 현황:
sample10: 1개 VRF (exam-l3vpn)
sample7: 1개 VRF (exam-l3vpn)
sample8: 1개 VRF (exam-l3vpn)
sample9: 1개 VRF (exam-l3vpn)","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-014,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,"데이터센터 확장 시, 네트워크 복잡성을 줄이기 위해 어떤 OSPF 영역 구성이 적합할까요?",stub area,"Stub areas are suitable for reducing network complexity in OSPF configurations during data center expansions because they limit the types of routes that are advertised into the area, thereby minimizing the amount of routing information and simplifying the overall network topology.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-015,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_architect,확장된 네트워크에서 L2VPN 서비스의 일관성을 유지하기 위해 어떤 점검이 필요할까요?,"[""연결 상태 점검"", ""대역폭 모니터링"", ""지연 시간 측정"", ""패킷 손실 확인"", ""구성 일관성 검토""]","L2VPN 서비스의 일관성을 유지하기 위해서는 연결 상태 점검, 대역폭 모니터링, 지연 시간 측정, 패킷 손실 확인, 그리고 구성 일관성 검토와 같은 점검이 필요합니다. 이러한 점검들은 네트워크의 성능과 안정성을 보장하는 데 중요한 역할을 합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-001,enhanced_llm_with_agent,3,기술적 오류 질의,long,diagnostic,compliance_officer,현재 네트워크 장비의 SSH 설정이 최신 보안 가이드를 따르고 있는지 확인하기 위해 어떤 점을 검토해야 하나요?,"[""SSH 버전 확인"", ""강력한 암호화 알고리즘 사용 여부"", ""비밀번호 인증 대신 공개키 인증 사용 여부"", ""SSH 접근 제어 목록(ACL) 설정 확인"", ""SSH 포트 변경 여부"", ""로그인 시도 제한 설정 여부""]","현재 네트워크 장비의 SSH 설정이 최신 보안 가이드를 따르고 있는지 확인하기 위해서는 여러 가지 점을 검토해야 합니다. 첫째, SSH 버전이 최신인지 확인하고, 둘째, 강력한 암호화 알고리즘이 사용되고 있는지 점검해야 합니다. 셋째, 비밀번호 인증 대신 공개키 인증을 사용하는 것이 권장되며, 넷째, SSH 접근 제어 목록(ACL) 설정이 적절한지 확인해야 합니다. 다섯째, SSH 포트를 기본값에서 변경했는지 여부도 중요하며, 마지막으로 로그인 시도 제한 설정이 되어 있는지 확인하는 것이 필요합니다.","보안 설정 현황:
CE1: SSH ON, AAA OFF
CE2: SSH ON, AAA OFF
sample10: SSH ON, AAA ON
sample7: SSH ON, AAA ON
sample8: SSH ON, AAA ON","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-002,enhanced_llm_with_agent,3,기술적 오류 질의,short,diagnostic,compliance_officer,"AAA 및 패스워드 정책이 일관성 있게 설정되어 있지 않은 장비가 있는지 확인하고, 이를 개선하기 위해 어떤 조치를 취할 수 있을까요?","[""장비 점검"", ""AAA 정책 설정"", ""패스워드 정책 강화""]","AAA 및 패스워드 정책이 일관성 있게 설정되지 않은 장비가 발견되었습니다. 이를 개선하기 위해서는 먼저 모든 장비를 점검하여 AAA 정책이 설정되어 있는지 확인하고, 설정되지 않은 장비에는 AAA 정책을 적용해야 합니다. 또한, 패스워드 정책이 부재한 경우에는 강력한 패스워드 정책을 수립하고 이를 모든 장비에 적용하여 보안을 강화해야 합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-003,enhanced_llm_with_agent,3,기술적 오류 질의,long,diagnostic,compliance_officer,로컬 로그 버퍼의 심각도 설정이 감사 기준을 충족하고 있는지 확인하려면 어떤 정보를 수집해야 하나요?,"[""로컬 로그 버퍼의 현재 심각도 설정"", ""감사 기준에 명시된 심각도 요구 사항"", ""로그 버퍼의 기록된 이벤트 유형"", ""이벤트 발생 빈도 및 패턴""]","로컬 로그 버퍼의 심각도 설정이 감사 기준을 충족하는지 확인하기 위해서는 현재 설정된 심각도 수준, 감사 기준에서 요구하는 심각도 수준, 로그 버퍼에 기록된 이벤트의 유형, 그리고 이벤트 발생 빈도 및 패턴과 같은 정보를 수집해야 합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
ENHANCED_ENHANCED-DIAGNOSTIC-004,enhanced_llm_with_agent,3,기술적 오류 질의,short,diagnostic,compliance_officer,SSH 설정이 제대로 되어 있는지를 평가하기 위해 체크해야 할 중요 요소는 무엇인가요?,"[""SSH 서비스가 설치되어 있는지 확인"", ""SSH 접근 제어 목록(ACL)이 적용되어 있는지 확인""]","SSH 설정이 제대로 되어 있는지를 평가하기 위해서는 SSH 서비스가 설치되어 있는지 확인하고, SSH 접근 제어 목록(ACL)이 적용되어 있는지를 점검하는 것이 중요합니다. 이 두 가지 요소는 SSH의 보안성과 접근성을 보장하는 데 필수적입니다.","보안 설정 현황:
CE1: SSH ON, AAA OFF
CE2: SSH ON, AAA OFF
sample10: SSH ON, AAA ON
sample7: SSH ON, AAA ON
sample8: SSH ON, AAA ON","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-005,enhanced_llm_with_agent,3,기술적 오류 질의,short,diagnostic,compliance_officer,장비의 모든 인터페이스에 대해 AAA 설정이 적용되어 있는지 검토하려면 어떤 단계를 거쳐야 할까요?,"[""장비에 로그인"", ""인터페이스 목록 확인"", ""각 인터페이스에 대해 AAA 설정 확인"", ""설정이 적용되지 않은 인터페이스에 대해 AAA 설정 적용""]","장비의 모든 인터페이스에 대해 AAA 설정이 적용되어 있는지 검토하기 위해서는 먼저 장비에 로그인한 후, 인터페이스 목록을 확인해야 합니다. 그 다음 각 인터페이스에 대해 AAA 설정이 적용되어 있는지를 확인하고, 설정이 적용되지 않은 인터페이스가 있다면 해당 인터페이스에 AAA 설정을 적용해야 합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-006,enhanced_llm_with_agent,3,기술적 오류 질의,short,diagnostic,compliance_officer,로컬 로그 버퍼의 심각도가 불충분하게 설정되어 있는지 판단하기 위해 어떤 지표를 참조해야 하나요?,로그 버퍼의 사용량 및 경고 메시지,"로컬 로그 버퍼의 심각도가 불충분하게 설정되어 있는지 판단하기 위해서는 로그 버퍼의 사용량과 경고 메시지를 참조해야 합니다. 사용량이 높은 경우 로그가 제대로 기록되지 않을 수 있으며, 경고 메시지는 설정된 심각도 수준이 적절하지 않음을 나타낼 수 있습니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
ENHANCED_ENHANCED-DIAGNOSTIC-007,enhanced_llm_with_agent,3,기술적 오류 질의,long,diagnostic,compliance_officer,SSH 설정이 모든 장비에서 일관되게 적용되어 있는지 확인하기 위해 어떤 검토가 필요할까요?,"[""SSH 설정 파일 검토"", ""SSH 서비스 상태 확인"", ""접속 로그 분석"", ""SSH 키 및 인증서 검토"", ""방화벽 및 보안 그룹 설정 확인""]","SSH 설정이 모든 장비에서 일관되게 적용되었는지 확인하기 위해서는 여러 가지 검토가 필요합니다. 첫째, 각 장비의 SSH 설정 파일을 검토하여 설정이 일관된지 확인해야 합니다. 둘째, SSH 서비스가 정상적으로 실행되고 있는지 상태를 확인해야 합니다. 셋째, 접속 로그를 분석하여 비정상적인 접근 시도가 있는지 점검해야 합니다. 넷째, SSH 키 및 인증서를 검토하여 유효성과 일관성을 확인해야 하며, 마지막으로 방화벽 및 보안 그룹 설정이 SSH 접근을 허용하는지 확인해야 합니다.","보안 설정 현황:
CE1: SSH ON, AAA OFF
CE2: SSH ON, AAA OFF
sample10: SSH ON, AAA ON
sample7: SSH ON, AAA ON
sample8: SSH ON, AAA ON","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-008,enhanced_llm_with_agent,3,기술적 오류 질의,short,diagnostic,compliance_officer,패스워드 정책이 모든 장비에서 일관되게 적용되어 있는지 확인하려면 어떤 정보를 수집해야 하나요?,"[""패스워드 정책 문서"", ""장비별 패스워드 설정 현황"", ""정기적인 패스워드 감사 기록"", ""정책 적용 여부 확인을 위한 테스트 결과""]","패스워드 정책이 모든 장비에서 일관되게 적용되고 있는지를 확인하기 위해서는 패스워드 정책 문서, 각 장비별 패스워드 설정 현황, 정기적인 패스워드 감사 기록, 그리고 정책 적용 여부를 확인하기 위한 테스트 결과와 같은 정보를 수집해야 합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-009,enhanced_llm_with_agent,3,기술적 오류 질의,short,diagnostic,compliance_officer,AAA 설정이 누락된 장비가 있는지 확인하고 이를 개선하기 위한 방법은 무엇인가요?,[],"AAA 설정이 누락된 장비가 없음을 확인했습니다. 이를 개선하기 위해서는 모든 장비에 대해 AAA 설정을 검토하고, 필요한 경우 설정을 추가하여 보안을 강화하는 것이 중요합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-010,enhanced_llm_with_agent,3,기술적 오류 질의,short,diagnostic,compliance_officer,장비 로그가 감사 기준에 부합하는지 검토하기 위해 어떤 로그 설정을 확인해야 합니까?,"[""로그 레벨 설정"", ""로그 보존 기간"", ""로그 포맷"", ""로그 접근 권한"", ""로그 전송 및 저장 방식""]","장비 로그가 감사 기준에 부합하는지 검토하기 위해서는 로그 레벨 설정, 로그 보존 기간, 로그 포맷, 로그 접근 권한, 그리고 로그 전송 및 저장 방식과 같은 여러 로그 설정을 확인해야 합니다. 이러한 요소들은 로그의 신뢰성과 무결성을 보장하며, 감사 기준을 충족하는 데 필수적입니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
ENHANCED_ENHANCED-DIAGNOSTIC-011,enhanced_llm_with_agent,3,기술적 오류 질의,short,diagnostic,compliance_officer,SSH 설정의 보안성을 높이기 위해 추가적으로 어떤 보안 조치를 검토해야 할까요?,"[""비밀번호 인증 대신 공개키 인증 사용"", ""SSH 포트 변경"", ""방화벽 설정"", ""SSH 접속 제한"", ""Fail2ban 설치""]","SSH 설정의 보안성을 높이기 위해서는 비밀번호 인증 대신 공개키 인증을 사용하는 것이 좋습니다. 또한, 기본 SSH 포트를 변경하여 공격자가 쉽게 접근하지 못하도록 하고, 방화벽을 설정하여 특정 IP만 SSH 접속을 허용하는 것이 중요합니다. SSH 접속을 제한하여 불필요한 접근을 차단하고, Fail2ban과 같은 도구를 설치하여 반복적인 로그인 시도를 차단하는 것도 효과적인 보안 조치입니다.","보안 설정 현황:
CE1: SSH ON, AAA OFF
CE2: SSH ON, AAA OFF
sample10: SSH ON, AAA ON
sample7: SSH ON, AAA ON
sample8: SSH ON, AAA ON","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-012,enhanced_llm_with_agent,3,기술적 오류 질의,long,diagnostic,compliance_officer,장비의 AAA 설정이 모든 인터페이스에 적용되고 있는지를 확인하기 위한 방법은 무엇인가요?,"장비의 AAA 설정이 모든 인터페이스에 적용되고 있는지를 확인하기 위해서는 'show running-config' 명령어를 사용하여 현재 설정을 확인하거나, 각 인터페이스의 설정을 개별적으로 검토하여 AAA 관련 설정이 포함되어 있는지를 확인해야 합니다.","이 방법을 통해 장비의 전체 설정을 확인하고, AAA 설정이 모든 인터페이스에 적용되었는지를 검증할 수 있습니다. 'show running-config' 명령어는 현재 장비의 실행 중인 구성 정보를 보여주며, 이를 통해 AAA 설정이 올바르게 적용되었는지 확인할 수 있습니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
