id,id_v2,level,metric,answer_type,status,reason,replay_answer,dataset_answer,match,score,detail
REACH_p7_leaf6_ICMP,reachability_status:42533cc063,L4,reachability_status,text,MATCH,,PATH: p7; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p7; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_p10_pe4_TCP,reachability_status:1c2be7b3e0,L4,reachability_status,text,MATCH,,PATH: p10 -> asbr2 -> p8 -> pe4; REACHABLE: TRUE,"""PATH: p10 -> asbr2 -> p8 -> pe4; REACHABLE: TRUE""",True,1.0,exact
REACH_p1_p3_ICMP,reachability_status:d3aee24dad,L4,reachability_status,text,MATCH,,PATH: p1 -> p3; REACHABLE: TRUE,"""PATH: p1 -> p3; REACHABLE: TRUE""",True,1.0,exact
REACH_leaf10_leaf8_TCP,reachability_status:68d0694687,L4,reachability_status,text,MATCH,,PATH: leaf10 -> pe5; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf10 -> pe5; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf7_leaf3_ICMP,reachability_status:7327d687c6,L4,reachability_status,text,MATCH,,PATH: leaf7 -> pe4; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf7 -> pe4; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf10_p5_TCP,reachability_status:2566a503f3,L4,reachability_status,text,MATCH,,PATH: leaf10 -> pe5; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf10 -> pe5; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
LOOP_DETECTION_GLOBAL,loop_detection:566d4b6821,L4,loop_detection,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
ACL_BLOCKING_p10_asbr2,acl_blocking_point:e7a067ee6d,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_pe6_leaf11,acl_blocking_point:57a279e7d8,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf7_leaf3,acl_blocking_point:3dfbaafee0,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_p7_p2,acl_blocking_point:592223ba74,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf11_leaf3,acl_blocking_point:bf5ed44a97,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_p1_p8,acl_blocking_point:b271f534d6,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_p7_asbr1,acl_blocking_point:e1195f6f22,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_pe4_p8,acl_blocking_point:dbddfd9bd4,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_p7_leaf2,acl_blocking_point:3cdc7b5f35,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_p4_leaf4,acl_blocking_point:5ea248b0b1,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
BOUNDED_PATH_leaf10_leaf8,bounded_path_length:3ff63af7db,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf6_p8,bounded_path_length:f94c2239cb,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe4_p5,bounded_path_length:1950e9715f,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_p10_pe4,bounded_path_length:71040b2272,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_pe1_p8,bounded_path_length:70e56ba176,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_p8_leaf3,bounded_path_length:281f1723e5,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf11_p6,bounded_path_length:fc7f81879d,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf7_p6,bounded_path_length:6a572a9f46,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p7_leaf9,bounded_path_length:c6313a13a1,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe6_p7,bounded_path_length:649f2c5768,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_leaf10_p6,bounded_path_length:f49db49615,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe6_leaf7,bounded_path_length:7bb4b4724f,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe1_p4,bounded_path_length:82f43d0fc6,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_p3_leaf7,bounded_path_length:31d9c738ec,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p3_leaf8,bounded_path_length:dc44af5da0,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_p1,bounded_path_length:63aabaeccb,L4,bounded_path_length,number,MATCH,,8,8,True,1.0,"parser=8.0, gold=8.0"
BOUNDED_PATH_p3_pe5,bounded_path_length:e461874fd6,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_pe1_p2,bounded_path_length:9963f3154f,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_p2_pe5,bounded_path_length:e7a4c0bc35,L4,bounded_path_length,number,MATCH,,8,8,True,1.0,"parser=8.0, gold=8.0"
BOUNDED_PATH_pe6_leaf6,bounded_path_length:c1db308a25,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf7_pe5,bounded_path_length:66db15c5a1,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_leaf2,bounded_path_length:6b72321656,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf11_leaf9,bounded_path_length:8fd622b3b6,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_p7_p8,bounded_path_length:f5e3f80c63,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf2_leaf7,bounded_path_length:2fb79bb54b,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_p3,bounded_path_length:b4d922fcf0,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe2_leaf8,bounded_path_length:124e8b3b53,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf6_leaf7,bounded_path_length:1279ae07ff,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p10_pe3,bounded_path_length:c6fce681b6,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_leaf9_p6,bounded_path_length:6cade7f7e3,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe6_leaf8,bounded_path_length:6db4b08563,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_leaf12,bounded_path_length:926eedde67,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe4_p2,bounded_path_length:312b5f59c5,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_pe3_p6,bounded_path_length:dfcdb86c8b,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_pe3_p3,bounded_path_length:39b6638457,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_asbr2_asbr1,bounded_path_length:5631e212cd,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_pe4_p4,bounded_path_length:c727d06a9c,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_pe3_asbr2,bounded_path_length:110cb868cd,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_p5_p6,bounded_path_length:ff57634105,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_pe5,bounded_path_length:39f20052ff,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf11_leaf2,bounded_path_length:6b28f8b1b9,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p8_p6,bounded_path_length:eb7dcffe58,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_leaf12_p1,bounded_path_length:a91d0abf0d,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p10_leaf5,bounded_path_length:ac2c474657,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf1_p2,bounded_path_length:e3d845ce8f,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf10_asbr1,bounded_path_length:57dd420e22,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr2_leaf2,bounded_path_length:1344093ee8,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf12_leaf5,bounded_path_length:24af676f44,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p3_leaf2,bounded_path_length:4dc3e62468,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p9_p3,bounded_path_length:64e381a40d,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_p2_leaf8,bounded_path_length:688b324643,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf11_pe2,bounded_path_length:dab0175703,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p3_p8,bounded_path_length:902609e3e3,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_pe1_p7,bounded_path_length:be9c1a22e0,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_leaf6_leaf2,bounded_path_length:d040d6b796,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf11_asbr1,bounded_path_length:45ff467769,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe1_pe5,bounded_path_length:c5a6a9156a,L4,bounded_path_length,number,MATCH,,8,8,True,1.0,"parser=8.0, gold=8.0"
BOUNDED_PATH_pe4_pe5,bounded_path_length:e7ec4d4ae1,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_pe1_leaf12,bounded_path_length:06afadf01c,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p1_leaf5,bounded_path_length:158761bcf1,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_asbr2_leaf5,bounded_path_length:4055e221b7,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf11_p9,bounded_path_length:bca5863a51,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p10_p3,bounded_path_length:464db933e4,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_leaf5_leaf7,bounded_path_length:1b39dca268,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe3_leaf1,bounded_path_length:b352256208,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf11_p4,bounded_path_length:86ec4ea05e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p10_pe6,bounded_path_length:9c41ac7e83,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_asbr1_leaf4,bounded_path_length:27176598c2,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf12_p4,bounded_path_length:1783512dd4,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_p5,bounded_path_length:fdda2989b7,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_pe2_leaf6,bounded_path_length:17e8d82e97,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe1_leaf8,bounded_path_length:9e1f072e38,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p9_leaf2,bounded_path_length:128c5ae615,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe3_leaf12,bounded_path_length:087984716d,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf9_pe5,bounded_path_length:5555dcbf01,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p10_leaf8,bounded_path_length:a2593c3cb1,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf11_leaf1,bounded_path_length:3b93a3bad3,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe2_asbr1,bounded_path_length:569993a14c,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_pe4_leaf8,bounded_path_length:59f9f9fa59,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf3_p6,bounded_path_length:9c54803a2e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr2_leaf9,bounded_path_length:f6caa6ac57,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_pe2,bounded_path_length:2258abd701,L4,bounded_path_length,number,MATCH,,10,10,True,1.0,"parser=10.0, gold=10.0"
BOUNDED_PATH_p8_leaf7,bounded_path_length:5b16122db5,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf1_leaf4,bounded_path_length:a841e885b9,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe1_leaf1,bounded_path_length:1435203c63,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf5_p5,bounded_path_length:a6f89f87c0,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf5_leaf4,bounded_path_length:126eb52afe,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_p4,bounded_path_length:7286e34e9e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p7_pe2,bounded_path_length:8903b8e5a0,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_leaf12_asbr1,bounded_path_length:ea1d7ce035,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_p8,bounded_path_length:d18ee49fb1,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_leaf1_p9,bounded_path_length:df1e74d27b,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf9_leaf8,bounded_path_length:a4e4db31a1,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p10_pe1,bounded_path_length:29e7b759f2,L4,bounded_path_length,number,MATCH,,9,9,True,1.0,"parser=9.0, gold=9.0"
BOUNDED_PATH_p5_leaf7,bounded_path_length:49240e2a0c,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf11_p3,bounded_path_length:5ace7b91df,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_leaf11,bounded_path_length:e386a68652,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf10_p3,bounded_path_length:de8e73c908,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe4_leaf10,bounded_path_length:559fba4c54,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe1_leaf6,bounded_path_length:d0a5ed2dc8,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p5_p8,bounded_path_length:3223769384,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_p10_asbr2,bounded_path_length:72ad696677,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe4_p6,bounded_path_length:af2b02261e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe1_pe6,bounded_path_length:79bfb46c43,L4,bounded_path_length,number,MATCH,,9,9,True,1.0,"parser=9.0, gold=9.0"
BOUNDED_PATH_leaf5_p2,bounded_path_length:8f4a2810d3,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf2_pe5,bounded_path_length:cc34663cf2,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p1_leaf6,bounded_path_length:1b932afd68,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe4_p7,bounded_path_length:9b7ae36454,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_pe2_p9,bounded_path_length:cd67d52d7c,L4,bounded_path_length,number,MATCH,,8,8,True,1.0,"parser=8.0, gold=8.0"
BOUNDED_PATH_p7_leaf1,bounded_path_length:810614e3cb,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p9_leaf4,bounded_path_length:1908dfe82a,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe6_leaf9,bounded_path_length:2392643c1e,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe2_leaf3,bounded_path_length:1e09853abb,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe2_leaf9,bounded_path_length:71b02f62e6,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p4_leaf6,bounded_path_length:9889d46fef,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_p2,bounded_path_length:d77f0a14df,L4,bounded_path_length,number,MATCH,,9,9,True,1.0,"parser=9.0, gold=9.0"
BOUNDED_PATH_p3_leaf9,bounded_path_length:ce801b08b1,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p7_p4,bounded_path_length:2642e585b3,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_leaf1_leaf2,bounded_path_length:dcc1e8bce1,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe3_asbr1,bounded_path_length:0d6f8ee791,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_pe1_leaf11,bounded_path_length:ed1ab03747,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf6_leaf9,bounded_path_length:03b563078f,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_leaf8,bounded_path_length:0cc18b859f,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_leaf3,bounded_path_length:3fa7c5cc3e,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_p6,bounded_path_length:b1e5d667c8,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_pe6_leaf11,bounded_path_length:fb53073c44,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe4_leaf6,bounded_path_length:54a7dc8a1b,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf10_p2,bounded_path_length:0f28fcda75,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe3_pe2,bounded_path_length:3386a89652,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_p4_leaf5,bounded_path_length:6923c5e704,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p1_leaf7,bounded_path_length:b2f2c678a2,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p9_leaf5,bounded_path_length:4a3ea4704f,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_leaf10,bounded_path_length:59ac1cb77e,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe6_leaf2,bounded_path_length:3af1e82539,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf10_leaf6,bounded_path_length:cac48b5fa5,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe4_pe2,bounded_path_length:f0b0344542,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_asbr2_leaf4,bounded_path_length:6d3b1516da,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf11_p2,bounded_path_length:339f16148e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe1_pe3,bounded_path_length:831925086b,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_p5_leaf8,bounded_path_length:afb0b3f05e,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p1_p6,bounded_path_length:b8a889b67d,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_pe4_leaf1,bounded_path_length:7f17a328e7,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p5_leaf3,bounded_path_length:406c659628,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf1_leaf3,bounded_path_length:6e7d9f3688,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_asbr1,bounded_path_length:9a48cc70dd,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_p9,bounded_path_length:d9e2042aac,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf4_pe5,bounded_path_length:fa0ca92ae4,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf11_leaf7,bounded_path_length:88aad56e94,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe6_pe4,bounded_path_length:e73b47ddb7,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_leaf1_leaf10,bounded_path_length:47295b41f2,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p7_asbr2,bounded_path_length:e5d8d817dc,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_pe6_leaf5,bounded_path_length:240e5e317e,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf8_leaf3,bounded_path_length:6cdf5085f3,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
